laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
S12000028,SOUTH AYRSHIRE,58838,58746,94.5,61.6,60.9,25.8,25.8,0.3,1.1,2.2,5.4,0.8,98.7,0.0,55584,36249,35825,15173,15173,180,624,1323,3162,461,58064,0,19759,35825,180,444,699,1839,33.6,60.9,0.3,0.8,1.2,3.1
E07000012,SOUTH CAMBRIDGESHIRE,71828,71385,95.7,60.0,58.1,20.1,20.1,0.2,0.5,1.2,3.7,0.3,98.2,0.1,68739,43117,41756,14470,14473,140,347,875,2646,208,70521,77,26983,41756,140,207,528,1771,37.6,58.1,0.2,0.3,0.7,2.5
E07000039,SOUTH DERBYSHIRE,49630,49096,93.9,46.1,42.9,38.6,38.6,0.2,0.8,1.2,5.0,0.7,98.2,0.0,46613,22883,21291,19172,19172,123,383,613,2483,368,48740,0,25322,21291,123,260,230,1870,51.0,42.9,0.2,0.5,0.5,3.8
E06000025,SOUTH GLOUCESTERSHIRE,127442,126861,98.0,80.4,79.3,13.9,79.1,0.1,0.2,0.5,1.5,0.1,99.1,0.0,124903,102434,101076,17755,100841,92,225,622,1958,145,126263,1,23827,101076,92,133,397,1336,18.7,79.3,0.1,0.1,0.3,1.0
E07000044,SOUTH HAMS,48902,48475,81.8,28.3,27.7,23.9,23.9,0.8,2.8,7.0,17.3,2.4,94.1,27.9,39999,13848,13525,11708,11708,392,1386,3447,8476,1172,45997,13635,26474,13525,392,994,2061,5029,54.1,27.7,0.8,2.0,4.2,10.3
E07000140,SOUTH HOLLAND,44535,44140,88.4,13.5,10.1,8.0,8.0,0.5,1.6,3.0,10.7,1.2,98.3,1.0,39387,5993,4479,3568,3570,202,720,1346,4753,532,43785,439,34908,4479,202,518,626,3407,78.4,10.1,0.5,1.2,1.4,7.7
E07000141,SOUTH KESTEVEN,68834,68518,92.8,34.4,32.9,7.0,7.0,0.9,1.4,2.0,6.7,0.3,98.2,2.4,63903,23663,22629,4821,4821,649,996,1394,4615,226,67588,1623,41274,22629,649,347,398,3221,60.0,32.9,0.9,0.5,0.6,4.7
E07000031,SOUTH LAKELAND,60588,60231,93.1,15.1,13.6,12.7,12.7,0.4,1.0,1.7,6.3,0.9,98.2,33.8,56418,9146,8242,7665,7665,233,593,1050,3813,533,59494,20480,48176,8242,233,360,457,2763,79.5,13.6,0.4,0.6,0.8,4.6
S12000029,SOUTH LANARKSHIRE,161058,160618,96.1,73.6,73.2,20.1,72.9,0.4,1.0,1.7,3.7,0.3,98.6,0.0,154735,118555,117942,32364,117404,676,1533,2788,5883,557,158791,0,36793,117942,676,857,1255,3095,22.8,73.2,0.4,0.5,0.8,1.9
E07000149,SOUTH NORFOLK,66426,66073,91.5,19.0,18.3,13.8,13.8,0.4,1.3,2.4,8.0,1.3,98.3,0.0,60784,12598,12149,9154,9154,235,865,1591,5289,883,65322,0,48635,12149,235,630,726,3698,73.2,18.3,0.4,0.9,1.1,5.6
E07000179,SOUTH OXFORDSHIRE,67244,66964,96.0,51.4,46.6,24.2,24.2,0.1,0.3,0.7,3.6,0.2,99.3,0.0,64568,34580,31305,16281,16282,69,230,458,2396,154,66790,0,33263,31305,69,161,228,1938,49.5,46.6,0.1,0.2,0.3,2.9
E07000126,SOUTH RIBBLE,53414,53213,96.7,69.5,68.3,10.2,10.2,0.0,0.4,0.8,3.0,0.0,98.8,35.0,51632,37102,36490,5436,5436,26,215,430,1581,17,52769,18688,15142,36490,26,189,215,1151,28.3,68.3,0.0,0.4,0.4,2.2
E07000189,SOUTH SOMERSET,84410,83401,88.7,13.2,12.9,12.8,12.8,0.6,1.9,3.6,10.1,0.7,96.5,1.6,74894,11122,10862,10770,10770,469,1628,3005,8507,607,81434,1375,64032,10862,469,1159,1377,5502,75.9,12.9,0.6,1.4,1.6,6.5
E07000196,SOUTH STAFFORDSHIRE,50059,49829,92.2,37.0,32.9,29.8,30.0,0.2,0.9,2.0,7.4,0.1,98.6,5.1,46143,18541,16492,14900,15024,103,447,979,3686,59,49344,2560,29651,16492,103,344,532,2707,59.2,32.9,0.2,0.7,1.1,5.4
E08000023,SOUTH TYNESIDE,75767,75698,97.7,77.1,76.5,1.7,76.3,0.1,0.3,0.5,2.2,0.0,98.8,0.0,74032,58380,57962,1285,57806,46,230,416,1666,3,74835,0,16070,57962,46,184,186,1250,21.2,76.5,0.1,0.2,0.2,1.6
E06000045,SOUTHAMPTON,113869,113661,97.5,93.7,92.5,52.1,88.6,0.0,0.0,0.3,2.3,0.0,97.8,0.0,111050,106662,105322,59315,100922,5,31,371,2611,7,111381,0,5728,105322,5,26,340,2240,5.0,92.5,0.0,0.0,0.3,2.0
E06000033,SOUTHEND-ON-SEA,87046,86662,97.9,78.8,72.9,41.3,41.3,0.0,0.0,0.0,1.6,0.0,98.2,0.2,85258,68589,63459,35992,35992,0,2,16,1404,2,85463,162,21799,63459,0,2,14,1388,25.0,72.9,0.0,0.0,0.0,1.6
E09000028,SOUTHWARK,150363,149438,93.9,80.8,79.9,53.8,79.7,0.0,0.0,0.2,5.5,0.0,93.9,0.0,141204,121459,120213,80850,119907,0,62,242,8234,1,141229,0,20991,120213,0,62,180,7992,14.0,79.9,0.0,0.0,0.1,5.3
E07000213,SPELTHORNE,45230,45031,97.0,83.9,82.5,23.3,23.3,0.0,0.0,0.6,2.6,0.0,97.6,0.0,43864,37954,37300,10557,10561,0,15,277,1167,2,44163,0,6564,37300,0,15,262,890,14.5,82.5,0.0,0.0,0.6,2.0
E07000240,ST ALBANS,64973,64723,97.2,86.9,85.1,41.9,41.9,0.0,0.1,0.3,2.4,0.1,98.5,0.0,63165,56433,55282,27204,27204,28,69,183,1558,34,64005,0,7883,55282,28,41,114,1375,12.1,85.1,0.0,0.1,0.2,2.1
E08000013,ST. HELENS,88756,88466,97.0,84.4,83.7,6.8,83.6,0.1,0.5,0.8,2.6,0.1,98.5,42.0,86114,74938,74285,5999,74179,125,408,734,2352,81,87450,37297,11829,74285,125,283,326,1618,13.3,83.7,0.1,0.3,0.4,1.8
E07000197,STAFFORD,65489,65291,94.1,67.0,66.8,20.0,22.7,0.3,0.8,1.7,5.6,0.3,98.5,0.6,61628,43864,43758,13117,14847,186,529,1121,3663,228,64484,387,17870,43758,186,343,592,2542,27.3,66.8,0.3,0.5,0.9,3.9
E07000198,STAFFORDSHIRE MOORLANDS,46752,46516,90.6,28.5,27.5,3.4,3.4,0.7,1.6,3.2,8.9,1.1,97.5,0.0,42351,13323,12880,1584,1584,308,764,1515,4165,510,45580,0,29471,12880,308,456,751,2650,63.0,27.5,0.7,1.0,1.6,5.7
E07000243,STEVENAGE,39638,39442,98.8,87.2,87.0,3.6,3.6,0.0,0.0,0.1,0.7,0.0,98.9,0.0,39180,34583,34468,1412,1412,0,18,37,262,0,39218,0,4712,34468,0,18,19,225,11.9,87.0,0.0,0.0,0.0,0.6
S12000030,STIRLING,46487,45914,88.7,52.6,50.2,49.3,49.4,1.4,3.0,4.7,10.1,2.5,96.0,0.0,41221,24445,23357,22941,22949,641,1394,2204,4693,1145,44612,0,17864,23357,641,753,810,2489,38.4,50.2,1.4,1.6,1.7,5.4
E08000007,STOCKPORT,140415,139302,97.8,85.5,85.4,10.9,36.0,0.0,0.1,0.2,1.4,0.0,98.5,8.0,137363,120104,119884,15316,50567,24,210,302,1939,26,138351,11215,17479,119884,24,186,92,1637,12.4,85.4,0.0,0.1,0.1,1.2
E06000004,STOCKTON-ON-TEES,92901,92654,95.9,89.0,88.3,7.5,7.5,0.1,0.6,1.6,3.8,0.2,96.5,21.3,89134,82653,82029,6998,6998,82,583,1474,3520,151,89677,19766,7105,82029,82,501,891,2046,7.6,88.3,0.1,0.5,1.0,2.2
E06000021,STOKE-ON-TRENT,123673,123131,97.7,83.6,83.6,23.5,23.5,0.0,0.1,0.3,1.9,0.1,98.4,0.0,120771,103406,103352,29110,29110,0,76,427,2360,122,121722,0,17419,103352,0,76,351,1933,14.1,83.6,0.0,0.1,0.3,1.6
E07000221,STRATFORD-ON-AVON,66797,66270,94.0,47.1,42.0,21.6,38.2,0.4,1.0,1.8,5.2,0.5,97.8,0.2,62781,31482,28061,14435,25485,254,660,1186,3489,362,65355,123,34720,28061,254,406,526,2303,52.0,42.0,0.4,0.6,0.8,3.4
E07000082,STROUD,57707,57395,91.5,24.1,24.0,20.5,24.0,0.3,0.9,2.1,7.9,0.3,95.2,0.2,52809,13890,13870,11810,13874,161,526,1198,4586,168,54961,94,38939,13870,161,365,672,3388,67.5,24.0,0.3,0.6,1.2,5.9
E08000024,SUNDERLAND,137589,136824,96.2,66.4,62.6,11.4,60.4,0.1,0.2,0.8,3.2,0.1,97.6,0.0,132413,91355,86069,15628,83105,90,312,1093,4411,102,134241,0,46344,86069,90,222,781,3318,33.7,62.6,0.1,0.2,0.6,2.4
E07000214,SURREY HEATH,39072,38933,97.7,67.9,67.1,12.9,12.9,0.0,0.0,0.1,1.9,0.0,99.5,0.0,38177,26518,26210,5050,5054,1,16,49,756,3,38891,0,11967,26210,1,15,33,707,30.6,67.1,0.0,0.0,0.1,1.8
E09000029,SUTTON,87487,87236,98.1,86.5,84.6,8.4,83.7,0.0,0.0,0.1,1.6,0.0,98.4,0.0,85865,75699,73984,7363,73236,11,18,109,1371,1,86078,0,11881,73984,11,7,91,1262,13.6,84.6,0.0,0.0,0.1,1.4
E07000113,SWALE,67905,67322,93.2,55.9,50.7,23.9,23.9,0.2,0.7,1.6,5.9,0.2,98.2,29.5,63319,37980,34455,16201,16201,135,487,1093,4003,142,66674,20030,28864,34455,135,352,606,2910,42.5,50.7,0.2,0.5,0.9,4.3
W06000011,SWANSEA,118980,118442,97.6,81.1,78.6,31.9,53.9,0.1,0.2,0.6,1.9,0.1,98.5,49.2,116158,96469,93496,37987,64103,119,274,686,2284,170,117211,58583,22662,93496,119,155,412,1598,19.0,78.6,0.1,0.1,0.3,1.3
E06000030,SWINDON,102582,102467,93.0,85.3,82.6,34.6,34.6,0.0,0.8,1.7,6.9,0.5,93.4,0.0,95378,87461,84699,35499,35499,38,833,1748,7089,480,95842,0,10679,84699,38,795,915,5341,10.4,82.6,0.0,0.8,0.9,5.2
E08000008,TAMESIDE,116166,115508,96.9,59.2,58.3,19.9,45.8,0.0,0.0,0.2,2.6,0.0,99.0,0.0,112519,68756,67750,23097,53186,5,38,178,2989,4,114986,0,44769,67750,5,33,140,2811,38.5,58.3,0.0,0.0,0.1,2.4
E07000199,TAMWORTH,35728,35628,99.0,85.3,82.2,4.7,79.8,0.1,0.1,0.2,0.8,0.0,99.4,0.0,35357,30481,29372,1662,28517,34,41,77,271,1,35520,0,5985,29372,34,7,36,194,16.8,82.2,0.1,0.0,0.1,0.5
E07000215,TANDRIDGE,38690,38475,93.2,56.2,54.6,15.4,15.4,0.1,0.7,1.2,6.2,0.2,98.9,0.0,36076,21734,21120,5953,5970,51,252,456,2399,95,38277,0,14956,21120,51,201,204,1943,38.7,54.6,0.1,0.5,0.5,5.0
E07000045,TEIGNBRIDGE,66765,66363,88.4,37.6,37.4,12.1,12.1,0.4,1.7,3.6,11.0,0.8,96.4,28.7,59035,25120,24983,8049,8049,296,1137,2396,7328,557,64359,19194,34052,24983,296,841,1259,4932,51.0,37.4,0.4,1.3,1.9,7.4
E06000020,TELFORD AND WREKIN,82987,82553,97.5,82.0,79.5,11.1,77.8,0.1,0.2,0.4,2.0,0.1,98.8,38.0,80874,68055,65952,9172,64581,46,145,324,1679,49,81975,31503,14922,65952,46,99,179,1355,18.0,79.5,0.1,0.1,0.2,1.6
E07000076,TENDRING,75113,74526,97.6,12.1,12.1,12.1,12.1,0.1,0.2,0.4,1.7,0.1,98.8,2.9,73282,9103,9103,9096,9096,55,113,284,1244,74,74191,2190,64179,9103,55,58,171,960,85.4,12.1,0.1,0.1,0.2,1.3
E07000093,TEST VALLEY,60057,59840,93.4,66.7,65.7,18.0,61.6,0.2,0.8,2.0,6.2,0.6,98.4,0.0,56116,40048,39451,10820,36993,113,473,1207,3724,390,59112,0,16665,39451,113,360,734,2517,27.7,65.7,0.2,0.6,1.2,4.2
E07000083,TEWKESBURY,47410,46233,90.2,59.0,56.6,27.6,55.2,0.2,1.0,2.0,7.3,0.5,92.1,0.3,42754,27990,26843,13104,26175,86,457,966,3479,250,43648,136,15911,26843,86,371,509,2513,33.6,56.6,0.2,0.8,1.1,5.3
E07000114,THANET,73508,72881,96.9,61.3,61.2,61.1,61.1,0.0,0.6,1.2,2.3,0.0,98.8,24.5,71213,45042,44990,44947,44947,13,460,918,1668,4,72618,18013,26223,44990,13,447,458,750,35.7,61.2,0.0,0.6,0.6,1.0
E07000102,THREE RIVERS,39763,39606,96.8,82.5,80.0,39.0,39.0,0.2,0.3,0.5,2.8,0.0,99.4,0.0,38504,32802,31822,15503,15520,72,100,190,1102,11,39508,0,6682,31822,72,28,90,912,16.8,80.0,0.2,0.1,0.2,2.3
E06000034,THURROCK,72482,72234,95.6,78.7,77.4,24.6,24.6,0.1,0.6,1.6,4.1,0.2,97.1,0.0,69285,57040,56123,17852,17852,58,400,1194,2949,127,70367,5,13162,56123,58,342,794,1755,18.2,77.4,0.1,0.5,1.1,2.4
E07000115,TONBRIDGE AND MALLING,57489,57266,94.6,67.8,65.6,24.1,24.1,0.1,0.4,1.2,5.1,0.3,98.3,8.3,54360,38960,37692,13873,13873,75,254,665,2906,160,56526,4755,16668,37692,75,179,411,2241,29.0,65.6,0.1,0.3,0.7,3.9
E06000027,TORBAY,78319,77602,94.5,78.6,76.0,45.7,45.7,0.0,0.0,0.5,4.6,0.0,96.7,0.2,74029,61578,59557,35761,35761,15,30,374,3573,21,75701,129,14472,59557,15,15,344,3199,18.5,76.0,0.0,0.0,0.4,4.1
W06000020,TORFAEN,46092,45833,95.8,50.0,41.5,12.7,12.7,0.2,0.5,1.3,3.6,0.2,97.2,65.0,44175,23061,19120,5870,5870,72,232,595,1658,109,44785,29942,25055,19120,72,160,363,1063,54.4,41.5,0.2,0.3,0.8,2.3
E07000046,TORRIDGE,34548,34156,80.6,6.1,6.1,6.1,6.1,2.5,6.5,10.7,18.2,1.9,92.5,46.1,27857,2113,2112,2112,2112,855,2260,3700,6299,650,31948,15938,25745,2112,855,1405,1440,2599,74.5,6.1,2.5,4.1,4.2,7.5
E09000030,TOWER HAMLETS,148082,146880,93.5,76.3,73.5,59.1,71.8,0.0,0.0,0.6,5.7,0.0,93.6,0.0,138506,113043,108902,87471,106297,0,53,863,8374,0,138548,0,29604,108902,0,53,810,7511,20.0,73.5,0.0,0.0,0.5,5.1
E08000009,TRAFFORD,107871,107502,97.7,71.5,67.0,3.5,63.7,0.1,0.2,0.3,2.0,0.0,98.9,0.1,105372,77099,72258,3817,68701,61,249,372,2130,28,106634,109,33114,72258,61,188,123,1758,30.7,67.0,0.1,0.2,0.1,1.6
E07000116,TUNBRIDGE WELLS,53172,52776,92.7,64.0,60.8,34.6,34.6,0.1,0.9,2.0,6.6,0.7,97.9,0.1,49284,34043,32327,18423,18423,47,492,1070,3492,370,52078,78,16957,32327,47,445,578,2422,31.9,60.8,0.1,0.8,1.1,4.6
E07000077,UTTLESFORD,41332,40933,92.8,55.4,53.4,37.1,37.1,0.4,1.0,2.8,6.2,0.9,96.1,2.6,38368,22902,22056,15333,15333,148,405,1139,2565,360,39718,1061,16312,22056,148,257,734,1426,39.5,53.4,0.4,0.6,1.8,3.5
W06000014,VALE OF GLAMORGAN,63240,62702,96.3,66.2,62.4,44.3,59.8,0.2,0.9,1.3,2.8,0.5,97.7,10.4,60922,41840,39487,28033,37807,136,591,853,1780,297,61801,6570,21435,39487,136,455,262,927,33.9,62.4,0.2,0.7,0.4,1.5
E07000180,VALE OF WHITE HORSE,63102,62804,96.1,64.2,61.9,19.0,19.0,0.1,0.3,0.7,3.4,0.1,98.7,0.0,60633,40532,39078,11967,11968,70,180,424,2171,78,62258,0,21555,39078,70,110,244,1747,34.2,61.9,0.1,0.2,0.4,2.8
E08000036,WAKEFIELD,159975,159293,96.1,60.0,59.7,26.1,26.1,0.0,0.3,0.6,3.5,0.1,98.2,9.4,153660,96000,95451,41828,41829,76,499,981,5633,122,157041,14995,58209,95451,76,423,482,4652,36.4,59.7,0.0,0.3,0.3,2.9
E08000030,WALSALL,117862,117456,98.1,79.3,77.3,11.9,76.5,0.0,0.0,0.5,1.5,0.0,98.7,0.0,115635,93437,91133,14036,90155,4,24,570,1821,45,116306,0,24502,91133,4,20,546,1251,20.8,77.3,0.0,0.0,0.5,1.1
E09000031,WALTHAM FOREST,111384,110800,95.8,88.0,87.0,20.1,86.5,0.0,0.1,0.8,3.7,0.0,95.9,0.0,106726,98016,96959,22397,96391,33,166,889,4074,24,106823,0,9767,96959,33,133,723,3185,8.8,87.0,0.0,0.1,0.6,2.9
E09000032,WANDSWORTH,157231,155852,96.9,87.5,81.7,43.3,76.4,0.0,0.0,0.2,2.2,0.0,97.0,0.0,152419,137589,128442,68156,120129,0,4,298,3433,2,152458,1,23977,128442,0,4,294,3135,15.2,81.7,0.0,0.0,0.2,2.0
E06000007,WARRINGTON,100135,99220,97.1,79.8,77.9,14.3,76.7,0.0,0.1,0.2,2.0,0.0,98.5,1.0,97194,79878,77978,14306,76841,41,116,201,2026,34,98590,1035,19216,77978,41,75,85,1825,19.2,77.9,0.0,0.1,0.1,1.8
E07000222,WARWICK,69938,69712,97.9,80.0,74.4,12.0,70.8,0.1,0.4,0.6,1.8,0.0,99.2,0.0,68481,55969,52067,8363,49543,85,283,433,1231,31,69355,0,16414,52067,85,198,150,798,23.5,74.4,0.1,0.3,0.2,1.1
E07000103,WATFORD,42604,42338,98.9,91.3,87.5,22.9,22.9,0.0,0.0,0.1,0.5,0.0,98.9,0.0,42121,38909,37269,9759,9761,0,16,59,217,0,42149,0,4852,37269,0,16,43,158,11.4,87.5,0.0,0.0,0.1,0.4
E07000216,WAVERLEY,57104,56883,93.6,27.6,24.7,14.5,14.5,0.2,0.5,0.9,6.0,0.4,99.2,0.0,53430,15789,14099,8277,8277,123,310,513,3453,233,56656,0,39331,14099,123,187,203,2940,68.9,24.7,0.2,0.3,0.4,5.1
E07000065,WEALDEN,74740,74423,94.8,43.4,43.2,43.2,43.2,0.1,0.6,1.2,4.8,0.5,99.1,0.0,70863,32429,32299,32266,32266,101,418,880,3560,381,74035,0,38564,32299,101,317,462,2680,51.6,43.2,0.1,0.4,0.6,3.6
E07000241,WELWYN HATFIELD,50678,50567,97.1,77.4,75.4,12.0,70.4,0.0,0.1,0.4,2.7,0.0,99.1,0.0,49203,39233,38224,6081,35662,9,44,184,1364,6,50207,0,10979,38224,9,35,140,1180,21.7,75.4,0.0,0.1,0.3,2.3
E06000037,WEST BERKSHIRE,72404,72009,97.2,74.6,69.8,28.8,66.4,0.0,0.4,0.6,2.3,0.1,98.2,0.0,70352,54010,50543,20852,48070,20,274,424,1657,91,71115,1,19809,50543,20,254,150,1233,27.4,69.8,0.0,0.4,0.2,1.7
E07000047,WEST DEVON,27184,27016,78.9,34.5,34.5,34.5,34.5,1.8,5.9,11.7,20.4,1.8,95.2,67.6,21461,9384,9384,9384,9384,479,1606,3174,5555,502,25870,18375,12077,9384,479,1127,1568,2381,44.4,34.5,1.8,4.1,5.8,8.8
S12000039,WEST DUNBARTONSHIRE,47127,47091,98.3,89.6,88.4,1.3,87.3,0.0,0.2,0.5,1.6,0.0,99.0,0.0,46325,42247,41650,612,41119,23,92,226,766,16,46675,0,4675,41650,23,69,134,540,9.9,88.4,0.0,0.1,0.3,1.1
E07000127,WEST LANCASHIRE,52430,52223,95.1,54.9,46.5,40.7,40.9,0.2,0.7,1.3,4.5,0.1,98.8,26.3,49887,28762,24386,21353,21425,117,393,666,2336,47,51780,13799,25501,24386,117,276,273,1670,48.6,46.5,0.2,0.5,0.5,3.2
E07000142,WEST LINDSEY,46600,46139,85.4,35.5,33.4,21.7,21.7,2.1,4.4,6.7,13.6,1.6,96.5,35.2,39817,16552,15564,10100,10102,956,2057,3128,6322,757,44984,16424,24253,15564,956,1101,1071,3194,52.0,33.4,2.1,2.4,2.3,6.9
S12000040,WEST LOTHIAN,86888,86614,97.1,80.8,79.6,44.0,78.7,0.2,0.4,0.9,2.6,0.2,98.8,0.0,84327,70209,69140,38245,68410,140,317,803,2287,166,85824,2,15187,69140,140,177,486,1484,17.5,79.6,0.2,0.2,0.6,1.7
E06000062,WEST NORTHAMPTONSHIRE,187902,185869,96.6,71.8,68.9,41.5,67.2,0.1,0.6,0.9,2.3,0.2,97.7,0.2,181558,134855,129465,78051,126226,227,1112,1747,4311,343,183592,401,52093,129465,227,885,635,2564,27.7,68.9,0.1,0.5,0.3,1.4
E07000181,WEST OXFORDSHIRE,53358,53103,98.7,77.6,72.4,42.2,42.2,0.0,0.0,0.1,0.8,0.1,99.2,0.0,52680,41392,38655,22536,22536,10,22,57,423,74,52944,11,14025,38655,10,12,35,366,26.3,72.4,0.0,0.0,0.1,0.7
E07000245,WEST SUFFOLK,85492,84869,94.9,35.8,29.9,17.3,17.3,0.2,0.4,0.6,4.4,0.3,98.7,0.3,81105,30575,25580,14748,14748,139,310,534,3764,240,84339,240,55525,25580,139,171,224,3230,64.9,29.9,0.2,0.2,0.3,3.8
E09000033,WESTMINSTER,164556,162621,89.8,70.0,69.1,65.1,67.8,0.0,0.0,0.1,9.0,0.0,89.8,0.0,147761,115226,113762,107163,111617,0,0,87,14860,12,147791,0,33999,113762,0,0,87,14773,20.7,69.1,0.0,0.0,0.1,9.0
E08000010,WIGAN,154218,154103,98.4,87.2,86.1,6.0,85.7,0.0,0.1,0.2,1.5,0.0,99.5,28.1,151726,134519,132801,9185,132110,32,135,352,2377,16,153481,43280,18925,132801,32,103,217,2025,12.3,86.1,0.0,0.1,0.1,1.3
E06000054,WILTSHIRE,235180,234154,94.9,49.8,48.4,26.9,31.3,0.2,0.6,1.3,4.7,0.4,98.6,0.7,223082,117179,113941,63161,73624,454,1513,2987,11072,934,232001,1548,109141,113941,454,1059,1474,8085,46.4,48.4,0.2,0.5,0.6,3.4
E07000094,WINCHESTER,57203,56842,90.7,46.3,44.6,9.3,9.3,0.4,1.4,2.5,8.7,0.6,96.8,0.0,51872,26511,25487,5300,5321,253,813,1455,4970,364,55358,0,26385,25487,253,560,642,3515,46.1,44.6,0.4,1.0,1.1,6.1
E06000040,WINDSOR AND MAIDENHEAD,67776,67541,95.5,69.6,65.6,15.8,15.8,0.0,0.2,0.7,4.1,0.1,98.0,0.0,64735,47193,44450,10693,10694,33,126,449,2806,58,66430,3,20285,44450,33,93,323,2357,29.9,65.6,0.0,0.1,0.5,3.5
E08000015,WIRRAL,158617,158268,98.0,76.8,76.6,63.8,63.8,0.0,0.1,0.1,1.8,0.0,99.5,0.0,155403,121771,121472,101148,101149,48,110,176,2865,24,157774,0,33931,121472,48,62,66,2689,21.4,76.6,0.0,0.0,0.0,1.7
E07000217,WOKING,45864,45273,97.2,84.1,80.5,3.9,3.9,0.0,0.3,0.3,1.5,0.2,98.2,0.0,44581,38577,36939,1782,1783,1,143,160,692,114,45059,0,7642,36939,1,142,17,532,16.7,80.5,0.0,0.3,0.0,1.2
E06000041,WOKINGHAM,76741,75396,94.8,72.6,69.1,14.7,67.3,0.0,0.1,0.4,3.4,0.0,96.4,8.0,72769,55700,53064,11281,51671,11,90,276,2627,23,73992,6168,19705,53064,11,79,186,2351,25.7,69.1,0.0,0.1,0.2,3.1
E08000031,WOLVERHAMPTON,118013,117701,98.5,92.1,90.4,15.2,89.6,0.0,0.0,0.1,1.3,0.0,98.7,5.0,116205,108669,106661,17885,105770,0,2,77,1496,2,116521,5928,9544,106661,0,2,75,1419,8.1,90.4,0.0,0.0,0.1,1.2
E07000237,WORCESTER,49068,48744,98.4,22.0,11.2,3.7,3.7,0.0,0.0,0.0,0.9,0.0,99.0,0.0,48279,10806,5479,1797,1797,0,0,23,465,16,48559,0,42800,5479,0,0,23,442,87.2,11.2,0.0,0.0,0.0,0.9
E07000229,WORTHING,51837,51752,99.3,94.3,93.9,70.8,70.8,0.0,0.0,0.0,0.6,0.0,99.7,0.0,51457,48885,48685,36726,36726,0,2,8,295,1,51688,0,2772,48685,0,2,6,287,5.3,93.9,0.0,0.0,0.0,0.6
W06000006,WREXHAM,66192,65306,94.6,42.0,41.4,41.0,41.0,0.2,0.8,1.7,4.1,0.9,96.9,43.6,62589,27775,27435,27106,27106,165,553,1103,2717,622,64152,28832,35154,27435,165,388,550,1614,53.1,41.4,0.2,0.6,0.8,2.4
E07000238,WYCHAVON,63359,62695,94.2,23.8,20.0,12.8,17.5,0.2,0.7,1.2,4.7,0.3,98.4,0.0,59690,15064,12656,8099,11101,105,467,760,3005,202,62333,1,47034,12656,105,362,293,2245,74.2,20.0,0.2,0.6,0.5,3.5
E07000128,WYRE,57413,57099,95.4,46.4,46.4,46.3,46.3,0.1,0.2,0.6,4.1,0.0,98.4,10.7,54757,26622,26617,26591,26591,46,140,361,2342,23,56517,6146,28140,26617,46,94,221,1981,49.0,46.4,0.1,0.2,0.4,3.5
E07000239,WYRE FOREST,48472,48204,96.7,48.5,48.1,2.6,48.1,0.1,0.3,0.7,2.8,0.2,99.1,3.4,46859,23514,23324,1276,23324,45,141,323,1345,94,48058,1662,23535,23324,45,96,182,1022,48.6,48.1,0.1,0.2,0.4,2.1
E06000014,YORK,96147,95638,94.2,77.5,74.5,60.4,72.0,0.0,0.2,0.7,5.2,0.0,96.1,7.1,90609,74466,71630,58026,69189,41,182,668,5029,32,92376,6860,18979,71630,41,141,486,4361,19.7,74.5,0.0,0.1,0.5,4.5
