laua,laua_name,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,per_sites_with_fibre_backhaul
E07000072,Epping Forest,0.51,0.98,8.12,90.38,4.21,9.61,40.41,45.77,2.12,4.35,17.89,75.65,9.98,14.65,33.43,41.93,18.02,17.79,27.88,36.31,6.42,10.7,28.68,54.2,,,1.46,3.69,94.86,0.39,0.71,13.1,15.18,70.63,,0,2.32,10.52,87.16,1.15,1.56,21.73,21.31,54.26,1.3,2.91,21.59,27.92,46.28,0.78,1.78,13.8,15.67,67.97,0.01,0.11,0.37,1.81,97.7,1.19,1.75,4.3,22.24,70.51,0,0.2,1.14,6.11,92.55,1.9,2.2,11.43,21.91,62.58,4.04,8.29,14.86,24.68,48.13,1.84,1.28,7.37,19.69,69.82,,,0.02,0.51,99.48,0.29,0.46,2.34,9.15,87.76,,,0.02,2.03,97.95,0.58,0.69,8.14,15.43,75.17,,1.83,8.28,20.21,68.97,0.42,0.57,5.62,10.42,82.97,,,,,100,0.01,0.11,0.37,1.31,98.2,,,,,100,,,0.47,2.44,97.09,,,1.07,5.44,93.31,,,0.5,2.07,97.43,85
E07000073,Harlow,,,0.72,99.28,0.05,2.08,26.31,71.57,,,1.87,98.13,0.98,1.63,24.36,73.03,0.13,1.74,30.08,68.05,0.34,0.69,23.46,75.51,,,,0.09,99.91,,,4.51,4.48,91.01,,,,0.2,99.8,,,2.92,6.17,90.91,,,4.14,8.74,87.13,,,2.41,5.52,92.07,,,,,100,,,0.14,2.28,97.58,,,,,100,,,,3.24,96.76,,,0.16,4.3,95.53,,,,4.84,95.16,,,,,100,,,0.04,0.54,99.42,,,,,100,,,,0.65,99.35,,,0.07,1.35,98.59,,,,1.03,98.97,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,78
E07000074,Maldon,1.55,7.65,28.82,61.97,17.13,20.39,34.13,28.36,2.19,10.55,28.17,59.09,34.72,30.05,22.89,12.33,33.16,32.53,21.1,13.21,22.46,4.89,49.09,23.56,,0.01,7.72,10.52,81.75,2.85,10.06,22.9,16.43,47.75,0,0.07,3.06,14.04,82.83,5.17,14.45,25.42,28.87,26.08,8.14,13.08,25.17,26.78,26.83,,7.82,13.7,31.36,47.13,,0.22,2.3,15.1,82.38,2.18,13.47,19.58,15.73,49.04,0.01,0.37,6.74,16.19,76.7,3.85,26.78,25.55,17.02,26.8,3.79,19.15,35.44,20.52,21.11,,4.88,8.79,17.62,68.71,,,0.08,5.08,94.84,0.72,4.26,10.85,19.65,64.52,,0,0.12,3.03,96.85,0.73,7.64,18.74,21.49,51.4,,5.88,20.44,23.05,49.14,,,3.91,9.76,86.33,,,,0.05,99.95,,0.14,2.06,14.79,83,,,0,0.2,99.79,,0.48,6.21,16.06,77.25,,,6.29,15.21,78.22,,,,6.83,93.17,51
E07000075,Rochford,0.29,0.76,4.88,94.06,3.74,6.89,19.53,69.84,0.71,11,13.7,74.58,,3.2,18.01,78.79,31.83,27.69,13.77,26.71,,0.92,18.07,81,,0.03,0.13,1.46,98.38,0.54,1,3.01,9.29,86.17,,0.04,2.57,5.44,91.95,,,7.96,23.42,68.62,6.26,10.65,16.17,23.68,43.24,,,12.95,29.62,57.44,,0,0.2,2.21,97.58,0.93,1.97,3.32,12.55,81.22,,0.05,3.13,18.75,78.06,,,7.12,18.59,74.29,1.74,15.44,34.05,15.49,33.28,,,11.1,24.55,64.34,,,,0.13,99.87,0.39,0.64,0.89,7.05,91.03,,,,0.33,99.67,,,0.86,10.89,88.26,,3.86,12.8,18.7,64.24,,,1.39,12.97,85.64,,,,,100,,,0.16,2.12,97.71,,,,,100,,,,0.58,99.42,,,2.37,12.99,84.59,,,,,100,0
E07000076,Tendring,0.03,0.22,6.71,93.05,2.25,6.47,24.12,67.16,0.09,2.41,12.68,84.81,6.21,15.4,29.97,48.42,12.01,18.26,27.39,42.34,1.13,12.68,30.3,55.88,,0,0.12,2.1,97.77,,0.46,7.97,13.02,78.54,,0,0.78,6.88,92.34,0.04,1.35,13.34,20.49,64.79,0.01,2.35,16.07,25.17,56.39,,0.38,6.88,20.14,72.61,,,0.2,4.76,95.04,0.31,2.32,10.08,20.07,67.21,,0.03,0.51,5.68,93.77,0.69,5.74,16.19,26.89,50.49,2.48,6.98,16.97,27.05,46.51,,1.13,8.51,27.57,62.79,,,0.01,0.1,99.9,,0.11,1.82,8.75,89.31,,,0.06,0.99,98.95,,0.37,5.31,16.91,77.41,,1.1,6.37,17.26,75.27,,,1.25,9.88,88.87,,,,0,100,,,0.11,1.88,98.01,,,,0.03,99.97,,,0.2,4.75,95.05,,,0.44,4.55,94.98,,,,1.13,98.87,77
E07000077,Uttlesford,1.75,3.22,12.96,82.07,11.87,14.36,27.02,46.75,2.3,6,18.86,72.84,17.17,17.59,28.23,37.01,23.61,21.68,22.62,32.1,2.54,6.21,34.18,57.07,,0.05,2.5,5.92,91.52,1.48,2.17,16.72,14.22,65.41,0,0.05,2.76,11.21,85.98,0.97,2.13,18.52,23.21,55.17,1.84,4.06,22.51,27.87,43.72,,0.11,6.66,17.89,75.35,0.23,0.65,1.31,4.13,93.67,4.03,4.85,8.63,20.47,62.02,0.08,0.7,1.64,7.64,89.93,2.71,8.45,12.69,26.86,49.28,6.88,12.04,13.7,22.54,44.84,0.11,0.74,6.84,22.74,69.58,,0.02,0.45,1.79,97.74,1.27,1.57,4.96,12.17,80.03,,0.02,0.26,2.61,97.11,0.73,1.4,6.52,18.76,72.59,,2.85,9.97,20.35,65.38,,,0.95,11.05,88,,,0.01,0.09,99.9,0.23,0.51,1.28,3.04,94.94,,,0,0.07,99.93,0.04,0.21,0.84,3.13,95.79,,,1.55,6.41,91.47,,,,0.73,99.27,53
E07000078,Cheltenham,,0,0.87,99.13,0,0.02,22.3,77.68,0.04,0.24,1.72,98,0.2,1.18,19.38,79.24,0.61,1.73,21.57,76.09,0.26,1.56,17.76,80.42,,,,0.07,99.93,,,4.43,6.11,89.45,,,0.06,1.45,98.49,,,2.74,8.82,88.44,0.09,0.11,4.58,10.83,84.39,,,2.32,8.51,89.17,,0,0,0.03,99.96,0,0,2.04,14.02,83.93,0.02,0.11,0.41,1.34,98.12,,0.2,3.74,14.47,81.59,0.24,0.58,4.64,17.92,76.62,,0.26,4.93,17.51,77.3,,,,0,100,,,1.13,2.92,95.95,,,0.02,0.19,99.78,,,,6.27,93.73,,0.11,0.88,5.66,93.29,,,,7.74,92.26,,,,,100,,,0,0.02,99.98,,,,,100,,,,0.19,99.81,,,0.15,0.43,99.33,,,,0.26,99.74,64
E07000079,Cotswold,1.36,2.31,15.4,80.92,9.86,12.51,33.92,43.7,4.48,5.44,20.15,69.94,14.38,15.64,32.76,37.21,24.61,20.76,27.8,26.83,9.11,12.55,34.1,44.24,0,0.1,3.92,7.64,88.34,0.85,1.35,19.49,18.36,59.95,0.1,0.4,6.48,10.39,82.63,1.54,1.94,17.62,23.73,55.18,2.97,3.77,24.79,24.17,44.3,0.57,1.08,13.45,21.82,63.08,0.34,0.66,1.93,5.2,91.86,3.71,7.39,12.08,18.78,58.04,1.21,2.46,4.01,10.84,81.48,4.07,6.93,15.38,25.69,47.93,9.01,12.06,19.58,26.66,32.69,1.72,4.9,12.36,23.94,57.08,0,0.09,0.73,2,97.18,0.66,0.98,7.37,11.18,79.8,0.07,0.26,1.66,4.76,93.25,1.16,1.6,5.56,14.19,77.49,,2.93,9.66,17.28,67.85,0.24,1.08,4.05,10.8,83.84,,,0.09,0.36,99.55,0.2,0.46,1.49,3.89,93.97,0.01,0.07,0.29,1.26,98.38,0.26,0.72,2.13,4.75,92.14,,,3.01,6.66,87.68,0.03,0.54,1.26,2.64,95.53,59
E07000080,Forest of Dean,1.59,3.63,17.45,77.33,16.61,12.34,34.37,36.69,7.17,7.22,16.46,69.15,25.94,20.02,24.39,29.65,30.25,20.19,23.62,25.94,19.22,18.58,24.42,37.79,0.55,0.14,3.66,7.59,88.05,2.67,3.89,18.37,19.03,56.03,0.85,2.01,5.43,13.32,78.39,7.86,5.85,13.96,21.38,50.94,8.51,6.51,17.23,23.55,44.2,4.58,4.98,10.12,19.84,60.49,0.79,2.08,3.73,10.29,83.11,6.46,10.83,14.38,17.98,50.35,2.96,4.54,7,13.09,72.41,10.59,13.95,18.86,20.55,36.06,13.36,14.68,19.93,22.46,29.57,6.46,11.51,17.81,22.25,41.97,0.53,0.1,0.21,3.95,95.21,2.14,3.13,5.99,17.34,71.4,0.72,1.33,2.1,8.36,87.5,5.39,6.4,5.54,14.69,67.98,,5.76,7.97,16.25,63.18,3.79,4.37,4.26,13.12,74.47,0.16,0.17,0.21,0.51,98.95,0.77,1.43,2.73,9.08,85.99,0.25,0.58,0.98,3.39,94.8,2.69,4.15,4.72,8.03,80.4,,,5.89,10.87,76.4,3.59,1.37,2.45,5.75,86.84,69
E07000081,Gloucester,,,1.57,98.43,1.26,4.25,20.58,73.91,,,1.77,98.23,,0.18,17.81,82.01,1.42,3.49,25.27,69.83,,,18.11,81.89,,,,0.04,99.96,,,3.08,5.93,90.99,,,,0.42,99.58,,,2.33,6.83,90.83,,0.02,3.71,8.86,87.41,,,2.61,6.67,90.72,,,,0.04,99.96,,0.13,1.17,11.36,87.33,,,,0.22,99.78,,,0.54,11.01,88.45,,0.17,1.54,13.83,84.45,,,0.71,10.02,89.26,,,,,100,,,,0.78,99.22,,,,,100,,,,2.16,97.84,,,0.05,1.75,98.2,,,,2.38,97.62,,,,,100,,,,0.01,99.99,,,,,100,,,,0.36,99.64,,,,0.17,99.83,,,,0.48,99.52,47
E07000082,Stroud,0.54,1.57,5.55,92.34,6.62,8.43,25.9,59.06,3.04,3.73,8.96,84.26,8.04,14.18,25.23,52.55,17.15,16.45,24.88,41.52,2.82,9.06,23.81,64.32,0,0.03,1.51,8.42,90.04,0.54,1.19,9.84,15.82,72.61,0.08,0.65,3.41,6.89,88.97,0.38,1.63,9.05,18.09,70.86,3.28,3.2,13.21,19.87,60.43,,1.38,4.2,9.64,84.77,0.18,0.97,1.99,6.98,89.87,2.79,4.53,7.75,25.45,59.49,1.51,2.63,3.62,8.73,83.51,2.56,6.57,19.67,22.55,48.64,7.52,10.12,21.02,25.23,36.12,0.62,2.96,14.72,19.87,61.84,,0.02,0.21,1.15,98.61,0.46,0.53,3.5,5.76,89.76,0.05,0.47,1.22,3.05,95.21,0.33,0.62,3.33,8.74,86.98,,2.4,5.95,10.55,78.39,,0.14,1.31,4.76,93.8,,,0.06,0.66,99.28,0.13,0.3,1.37,2.33,95.88,0,0.12,0.51,1.75,97.62,0.05,0.33,2.23,3.92,93.46,,,3.2,5.42,88.23,,0.07,1.17,2.56,96.2,62
E07000083,Tewkesbury,0.08,0.93,12.14,86.86,5.75,7.97,37.77,48.51,1.49,2.78,13.54,82.19,13.38,19.57,27.48,39.56,17.54,20.24,28.3,33.92,9.27,12.54,26.47,51.72,,,1.67,4.01,94.33,0.05,0.98,17.22,16.25,65.5,0.01,0.06,3.03,6.49,90.41,0.05,1.01,14.79,22.59,61.56,0.82,1.79,17.82,22.99,56.58,,0.08,10.83,19.51,69.58,0.04,0.03,0.29,3.23,96.42,1.36,2.87,7.78,25.88,62.11,0.66,1.24,2.77,9.85,85.48,2.74,6.15,19.42,27.49,44.21,5.53,10.38,22.27,26.58,35.26,1.36,3.05,16.13,22.47,57,,,0.06,0.39,99.54,0.04,0.11,1.72,10.84,87.29,0,0.06,0.77,1.98,97.18,0.05,0.64,2.77,12.63,83.9,,1.24,5.23,15.66,77.18,,0.08,1.35,9.06,89.51,,,0,0.04,99.96,0.03,0.01,0.06,1.39,98.5,0,0.02,0.14,0.6,99.24,,0.22,0.27,2.49,97.02,,,1.36,4.22,93.41,,,0.22,0.89,98.89,46
E07000084,Basingstoke and Deane,0.11,0.4,5.43,94.06,2.04,2.63,26.63,68.71,1.66,3.69,21.14,73.51,9.8,9.14,29.84,51.23,18.2,15.17,29.72,36.91,1.8,5.67,29.31,63.22,,,1.24,1.45,97.31,0.12,0.25,5.62,6.18,87.84,,0.02,4.84,10.67,84.47,1.37,1.3,14.11,17.31,65.91,1.2,2.56,22.38,24.67,49.19,,0.12,3.88,18.18,77.82,0.1,0.22,0.79,4.85,94.04,1.2,1.15,4.44,25.23,67.98,0.44,1.66,3.87,12.62,81.41,6.27,5.46,14.28,23.83,50.16,8.99,11.8,16,26.44,36.77,0.99,1.49,6.88,26.65,63.99,,,0.76,0.58,98.66,0.1,0.23,1.83,5.22,92.62,,0.01,1.67,6.19,92.13,1.23,1.13,8.56,13.9,75.17,,2.01,10.88,21.32,64.84,,0.12,1.63,10.45,87.8,,,0.1,0.45,99.45,0.07,0.14,0.79,1.44,97.56,,,0.04,0.93,99.03,0.71,1.22,4.31,5.98,87.78,,,3.08,10.46,85.13,,0.06,0.28,3.47,96.19,67
E07000085,East Hampshire,0.34,0.86,6.78,92.01,4.05,7.46,24.74,63.75,2.99,4.48,18.36,74.17,10.1,14.86,31.51,43.52,20.22,16.51,27.36,35.92,8.47,13.63,31.36,46.54,,,0.86,2.9,96.24,0.22,0.6,9.61,9.22,80.35,0.03,0.22,4.39,11.35,84.01,0.35,0.3,16.44,17.23,65.68,2.22,2.97,21.84,22.57,50.4,0.14,0.07,15.35,13.66,70.78,0.04,0.39,0.58,2.47,96.52,1.46,3.09,5.56,17.17,72.72,0.46,1.85,3.12,9.57,85,2.7,8.52,11.96,25.77,51.06,7.32,12.92,15.56,22.7,41.5,1.6,6.01,12.5,30.15,49.74,,,0.06,0.49,99.45,0.14,0.42,1.77,8.34,89.33,0.01,0.11,0.55,4.23,95.11,0.22,0.3,3.39,18.3,77.79,,2.33,7.43,19.8,68.79,0.14,0.07,3.97,16.59,79.23,,,,0.02,99.98,0.02,0.12,0.51,1.86,97.48,,0.02,0.12,0.48,99.38,0.04,0.26,0.74,6.41,92.54,,,2.43,7.68,88.1,,,0.49,6.44,93.08,54
E07000086,Eastleigh,,0.05,1.1,98.85,1.59,3.52,20.65,74.24,0.03,0.27,4.52,95.19,2.05,3,20.84,74.11,2.97,6.25,25.06,65.71,,0.39,18.88,80.74,,,,0.12,99.88,,0.02,1.94,3.64,94.4,,,0.08,1,98.93,,,2.87,5.73,91.41,0.03,0.19,4.2,11.77,83.82,,,1.93,4.43,93.65,,,0.01,0.07,99.92,0,0.24,2.41,5.95,91.4,,,0.06,0.62,99.32,0.14,0.14,3.96,8.17,87.6,0.2,1.15,4.15,10.78,83.72,,,2.51,7.71,89.78,,,,,100,,,0.02,0.27,99.71,,,,,100,,,0.68,3.27,96.05,,0.06,0.42,4.87,94.65,,,0.19,4.43,95.38,,,,,100,,,,0.02,99.98,,,,,100,,,,0.14,99.86,,,0.01,0.47,99.52,,,,0.39,99.61,66
E07000087,Fareham,,,2.48,97.52,0.37,1.51,30.06,68.06,,,2.96,97.04,0.23,1.37,18.94,79.47,0.66,4.12,26.91,68.32,0.21,1.28,18.74,79.77,,,,0.03,99.97,,,2.53,5.87,91.6,,,,0.18,99.82,,,,3.7,96.3,,,2.09,10.09,87.82,,,1.08,8.23,90.69,,,,0.29,99.71,0.04,1.11,1.92,19.15,77.78,,,,0.63,99.37,,1.14,1.83,22.1,74.93,0.09,0.91,3.78,22.04,73.18,,1.06,2.77,22.73,73.44,,,,,100,,,0.21,2.59,97.2,,,,0.01,99.99,,,,2.08,97.92,,,0.38,3.84,95.79,,,,4.1,95.9,,,,,100,,,,0,100,,,,,100,,,,,100,,,,0.24,99.76,,,,,100,63
E07000088,Gosport,,,0.04,99.96,,,12.72,87.28,,,0.91,99.09,,,9.25,90.75,,,16.71,83.29,,,6.45,93.55,,,,0.05,99.95,,,0.64,6.93,92.42,,,,1.22,98.78,,,,2.31,97.69,,,1.3,10.49,88.21,,,,,100,,,,,100,,,,8.85,91.15,,,,,100,,,,12.32,87.68,,,0.2,12.06,87.74,,,,1.07,98.93,,,,,100,,,,0.67,99.33,,,,,100,,,,0.77,99.23,,,0.04,1.62,98.34,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,64
E07000089,Hart,0.01,0.09,2.92,96.97,0.73,2.69,27.32,69.25,0.36,1.72,22.26,75.66,7.97,9.91,37.57,44.55,10.2,13,33.97,42.84,3.34,5.71,40.98,49.98,,,0.02,0.78,99.2,,0.06,3.74,7.96,88.23,,,0.44,10.87,88.69,,,11.53,28.43,60.04,0.07,0.59,15.32,24.89,59.13,,,6.78,29.46,63.76,,,0.01,1.74,98.26,0.13,0.95,3.78,27.15,67.99,,0.18,0.68,11.93,87.21,0.89,7.31,15.57,30.66,45.57,2.21,8.54,15.79,35.1,38.36,0.12,3.1,12.76,32.87,51.15,,,,0.24,99.76,,0.04,1.08,4.72,94.16,,,0.01,5.76,94.23,,,5.56,26.32,68.12,,0.35,5.9,24.9,68.84,,,2.99,24.22,72.79,,,,0,100,,,0,1.47,98.53,,,,0.17,99.83,,,0.07,10.44,89.48,,,0.48,10.4,88.97,,,0.12,7.04,92.84,82
E07000090,Havant,,,0.63,99.37,0.33,1.33,25.99,72.36,,0.07,2.13,97.8,0.38,2.5,22.29,74.82,1.02,5.53,27.96,65.49,0.51,2.31,27.9,69.28,,,,0.06,99.94,,,1.57,4.05,94.38,,,,0.58,99.42,,,2.5,6.73,90.77,,,2.51,9.31,88.18,,,2.56,8.46,88.98,,,,0.01,99.99,,0,0.92,7.3,91.78,,,,0.18,99.82,,0.19,2.88,5.76,91.16,,0.49,4.11,15.1,80.3,,,4.1,10.23,85.67,,,,,100,,,,0.39,99.61,,,,0.07,99.93,,,,0.19,99.81,,,,1.73,98.27,,,,1.02,98.98,,,,,100,,,,,100,,,,,100,,,,,100,,,,0.13,99.87,,,,,100,69
E07000091,New Forest,0.26,0.63,10.31,88.81,2.82,9.16,29.86,58.16,8.9,9.48,28.44,53.17,19.8,11.71,28.66,39.83,35.89,18.48,24.16,21.48,12.6,8.22,30.4,48.78,,0.01,0.9,2.07,97.02,0.25,0.56,9.85,10.53,78.81,0.12,0.59,9.97,19.35,69.97,2.46,4.37,18.09,20.24,54.84,8.3,8.31,26.48,21.66,35.24,1.31,2.02,11.89,18.37,66.41,0.03,0.22,0.73,2.69,96.33,0.92,3.11,7.16,21.06,67.74,1.65,6.12,5.94,13.97,72.33,6.96,11.3,11.01,20.97,49.75,17.01,17.55,17.65,18.41,29.38,4.63,6.96,8.68,20.66,59.06,,0,0.06,0.76,99.17,0.17,0.32,2.3,7.56,89.65,0.08,0.36,1.78,13.48,84.29,1.88,2.64,6.74,17.99,70.76,,6.74,12.76,22.74,50.88,1.2,1.53,4.62,14.26,78.4,,0,0,0.08,99.92,0.02,0.13,0.6,2.41,96.84,0,0.08,0.34,2.06,97.52,0.13,1.45,1.58,4.54,92.29,,,5.38,12.32,75.41,0.11,1.03,0.76,3.47,94.63,67
E07000092,Rushmoor,,,0.15,99.85,,0.1,13.93,85.97,,0.03,11.5,88.47,,,24.37,75.63,1.05,4.7,33.15,61.1,,,27.82,72.18,,,,0.06,99.94,,,0.57,2.5,96.93,,,0.05,3.52,96.43,,,0.83,10.83,88.34,,,6.19,19.14,74.67,,,0.79,13.12,86.09,,,,0.27,99.73,,,2.28,11.21,86.51,,,,8.77,91.23,,,5.83,21.23,72.93,0.15,1.61,10.83,27.72,59.7,,,7.35,22.56,70.09,,,,0,100,,,0.01,1.26,98.73,,,,2.73,97.27,,,0.21,10,89.79,,,2.51,19.36,78.13,,,0.26,12.07,87.66,,,,,100,,,,0.06,99.94,,,,0.03,99.97,,,,0.83,99.17,,,,8.43,91.57,,,,1.05,98.95,80
E07000093,Test Valley,0.64,1.78,10.19,87.4,5.44,7.77,32.59,54.2,4.13,7.14,18.46,70.27,9.7,14.9,33.88,41.52,22.61,19.6,27.65,30.13,5.36,12.1,34.9,47.64,,0.13,2.61,4.29,92.97,0.53,1.24,13.4,12.91,71.92,0.06,0.8,5.46,12.93,80.75,1.15,1.3,14.69,18.32,64.54,3.96,5.96,21.27,24.01,44.8,0.09,0.35,10.65,18.39,70.53,0.02,0.29,1.03,4.19,94.46,1.92,4.22,7.64,16.22,70,0.57,2.6,4.59,12.72,79.51,1.85,6.11,13.08,23.53,55.44,7.11,13.52,17.81,25.7,35.86,1.09,3.32,10.59,23.5,61.51,,0.03,0.23,1.81,97.93,0.3,0.92,4.73,8.91,85.13,0.02,0.3,1.77,8.28,89.64,0.36,1.55,4.52,13.07,80.5,,4.66,9.65,20.75,62.6,0.04,0.3,2.27,12.2,85.19,,,0.02,0.65,99.33,0.02,0.26,0.88,3.55,95.29,0,0.03,0.37,2.99,96.61,,0.47,1.48,4.13,93.92,,,4.22,11.43,81.43,,0.04,0.44,2.49,97.03,58
E07000094,Winchester,0.36,1.17,4.31,94.16,6.04,8.17,32.56,53.23,4.42,5.91,14.25,75.42,12.17,14.1,30.81,42.92,22.43,18.19,27.64,31.74,5.32,11.41,32.77,50.5,,0.04,0.82,2.24,96.9,0.52,0.89,5.28,9.44,83.88,0.02,0.29,5.06,9.56,85.07,0.78,2.77,9.92,17.23,69.29,3.96,4.66,15.77,23.12,52.5,0.23,1.05,6.36,17.58,74.77,0.16,0.26,0.92,2.65,96,1.79,4.06,5.78,17.59,70.79,1.38,2.58,4.5,10.72,80.82,3.93,9.09,12.15,20.31,54.51,11.61,12.85,14.82,23.73,36.98,0.76,5.44,8.74,23.34,61.71,,0.01,0.22,0.73,99.04,0.34,0.53,2.7,4.79,91.64,0.01,0.19,1.49,5.53,92.77,0.39,1.74,6.15,12.03,79.68,,3.63,8.48,17.54,66.89,0.06,0.41,3.42,11.75,84.36,,,0,0.1,99.9,0.14,0.18,0.73,2.3,96.65,,0,0.08,0.85,99.07,0.07,0.78,2.3,8.17,88.68,,,3.49,9.32,83.91,,0.18,1.62,6.86,91.35,65
E07000095,Broxbourne,,0,0.08,99.92,0.19,0.68,16.23,82.9,0.17,0.64,5.79,93.39,,1.42,21.54,77.04,1.97,4.29,25.05,68.69,,0.66,19.47,79.88,,,,,100,,0,0.68,3.29,96.03,,,0.02,1.11,98.87,,,2.23,6.71,91.06,0.06,0.64,4.71,12.52,82.08,,,1.98,7.92,90.1,,,,0.03,99.97,,0.01,0.36,14.33,85.3,,,0.02,3.7,96.28,,0.2,2.24,18.9,78.66,0.02,1.32,4.1,22.06,72.5,,0.33,2.64,15.84,81.19,,,,,100,,,0,0.91,99.09,,,,0.78,99.22,,,0.2,3.46,96.34,,0.19,1.01,9.3,89.5,,,0.33,2.64,97.03,,,,,100,,,,0.03,99.97,,,,0.06,99.94,,,,0.2,99.8,,,0.02,3.66,96.32,,,,0.33,99.67,79
E07000096,Dacorum,0.12,0.5,2.3,97.09,1.44,2.64,16.06,79.85,2.84,3.77,10.96,82.44,3.14,3.07,19.67,74.12,15.65,10.61,20.8,52.94,0.34,1.15,15.05,83.46,,0,0.35,0.99,98.66,0.17,0.59,3,7.75,88.48,0.03,0.19,3.7,6.82,89.26,1.18,0.94,2.6,10.9,84.37,3.57,3.67,12.41,19.65,60.71,,0.23,1.94,8.16,89.67,0.01,0.05,0.15,0.73,99.06,0.38,0.96,3.01,11.44,84.21,0.24,1.16,2.32,4.25,92.02,1.96,1.58,2.78,14.14,79.54,6.52,6.5,9.73,17.88,59.37,0.23,0.46,1.85,12.61,84.86,,0,0.02,0.17,99.81,0.12,0.2,0.9,3.81,94.97,0.03,0.1,0.5,3.14,96.23,1.02,1.02,0.55,5.87,91.54,,2.95,4.96,11.65,77.66,,0.23,0.23,3.23,96.31,,,,0.01,99.99,0.01,0.05,0.14,0.5,99.31,,,0.08,0.29,99.63,,0.63,1.02,1.11,97.24,,,2.26,3.78,92.58,,,0.23,0.46,99.31,71
E07000098,Hertsmere,,0.06,1.26,98.68,0.24,3.45,17.63,78.68,,0.02,3.65,96.33,0.22,3.04,20.32,76.42,1.03,6.59,20.56,71.82,,2.09,17.09,80.82,,,,,100,,0,0.38,3.84,95.78,,,,0.72,99.28,,,1.23,12.83,85.94,,0.09,3.06,14.53,82.32,,,2.06,13.71,84.22,,,,0.22,99.78,,0.03,0.97,21.2,77.79,,,,0.31,99.69,,0.22,0.45,16.44,82.89,0.06,0.26,2.05,19.56,78.08,,,0.37,18.83,80.8,,,,,100,,,0.02,0.99,98.99,,,,0.06,99.94,,,,5.86,94.14,,,0.22,6.56,93.22,,,,6.85,93.15,,,,,100,,,,0.01,99.99,,,,,100,,,,,100,,,,0.22,99.78,,,,,100,45
