laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E06000032,Luton,4335,86127,450,53,391,,,0.04,99.96,,0,12.76,87.24,,,0.37,99.63,,,16.44,83.56,,,20.72,79.28,,,19.68,80.32,,,,0,100,,,0.53,1.44,98.03,,,,0.09,99.91,,,1.56,3.12,95.33,,,,,100,,,1.79,3.59,94.62,,,,,100,,,0.11,8.78,91.12,,,,0.02,99.98,,,0.22,8.89,90.89,,,,15.08,84.92,,,0.26,10.74,89,,,,,100,,,0,0.62,99.38,,,,,100,,,,0.67,99.33,,,,,100,,,,0.77,99.23,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100
E06000033,Southend-on-Sea,4097,86748,493,0,392,,,0.15,99.85,,0.1,14.46,85.44,,,0.78,99.22,,,11.94,88.06,,,,,,,11.44,88.56,,,,0,100,,,0.76,3.6,95.65,,,,0.2,99.8,,,1.21,3.43,95.35,,,,,,,,1.01,2.53,96.45,,,,,100,,,0.29,6.16,93.55,,,,0.02,99.98,,,,1.43,98.57,,,,,,,,,1.54,98.46,,,,,100,,,,0.47,99.53,,,,0.02,99.98,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E06000034,Thurrock,16330,72437,1353,66,1064,,0.1,3.9,96,0.35,9.11,33.13,57.41,0.01,0.04,9.35,90.6,1.48,4.88,35.85,57.8,,12.12,34.84,53.04,1.69,5.92,36.08,56.31,,,0.08,0.75,99.17,,,4.93,12.75,82.32,,,0.33,2.56,97.11,,,5.97,19,75.03,,,,36.35,63.65,,,5.89,19.54,74.56,,,,0.04,99.96,0,1.27,3.74,16.17,78.82,,,,0.57,99.43,,0.15,2,12.12,85.73,,,,6.06,93.94,,0.19,2.26,11.55,86.01,,,,0,100,,,0.08,3.15,96.78,,,,0.05,99.95,,,,4.21,95.79,,,,4.55,95.45,,,,3.93,96.07,,,,,100,,,,0.01,99.99,,,,,100,,,,,100,,,,,100,,,,,100
E06000035,Medway,19165,122070,1112,118,927,0,0.09,3.68,96.23,0.92,2.24,27.74,69.1,0.42,1.29,9.48,88.81,3.99,4.59,27,64.41,,,16.07,83.93,0.11,1.85,23.73,74.31,,,0.45,0.82,98.73,,0.01,6.33,11.8,81.86,,0.04,2.72,4.06,93.17,,,6.15,18.11,75.73,,,9.31,7.63,83.06,,,3.67,14.38,81.95,,,0.02,0.33,99.66,0.23,0.48,2.83,16.01,80.46,0.19,0.27,0.78,2.61,96.15,0.18,0.73,6.16,17.91,75.03,,,3.38,17.75,78.87,,,2.38,16.52,81.1,,,0,0.07,99.93,,0,0.82,7.14,92.03,,0.04,0.38,1.79,97.8,,,0.54,7.39,92.06,,,3.38,7.61,89.01,,,0.65,4.96,94.39,,,,,100,,,0,0.34,99.66,,0.01,,0.08,99.92,,,,0.72,99.28,,,,0.85,99.15,,,,0.22,99.78
E06000036,Bracknell Forest,10941,54814,1101,13,616,0,0,1.2,98.79,0.4,1.11,17.66,80.82,0.16,0.84,25.45,73.54,3.72,7.44,35.68,53.15,,,76.94,23.06,5.85,6,32.23,55.92,,,0.08,0.77,99.15,,0.01,2.71,4.7,92.59,,,1.34,15.57,83.09,,0.09,15.05,18.26,66.6,,,,23.09,76.91,,0.16,13.53,17.73,68.58,,0,0,0.08,99.92,0.02,0.26,1.01,7.99,90.72,0.02,0.16,0.67,8.16,91,,1,6.17,26.21,66.62,,,7.7,46.17,46.14,,1.46,7.14,24.54,66.86,,,0,0.02,99.98,,0.01,0.19,1.73,98.07,,,0.04,5.32,94.64,,,1.36,16.03,82.61,,,,23.09,76.91,,,1.79,13.67,84.54,,,,0,100,,,0,0.04,99.96,,,,0.25,99.75,,,0.09,2.19,97.72,,,,,100,,,0.16,1.79,98.05
E06000037,West Berkshire,70424,72384,2485,563,2089,0.37,0.82,9.13,89.69,4.65,5.68,29.28,60.39,2.38,3.99,23.12,70.51,8.23,6.49,34.15,51.13,0.17,3.48,29.76,66.59,0.38,4.79,32.24,62.59,,0,1.61,3.89,94.5,0.12,0.6,9.61,8.86,80.81,0,0.06,5.01,11.23,83.69,0.49,0.77,15.11,20.98,62.64,,,4.23,22.34,73.44,,,4.69,18.67,76.63,0.01,0.14,0.45,1.87,97.54,0.91,2.09,5.39,13.2,78.41,0.21,0.75,2.11,6.66,90.27,3.11,2.96,8.43,20.48,65.02,,,4.2,17.62,78.19,,0.29,3.55,19.03,77.13,,0,0.22,1.22,98.56,0.09,0.29,4.14,6.37,89.11,0,0.05,0.84,4.55,94.56,0.49,0.61,7.82,13.86,77.22,,,,12.96,87.04,,,0.74,9.76,89.5,,,,0.02,99.98,0.01,0.06,0.43,1.67,97.83,,0.01,0.03,0.41,99.56,0.08,0.29,0.57,3.32,95.75,,,,1.06,98.94,,,,0.9,99.1
E06000038,Reading,4028,75648,533,21,445,,,,100,0.01,0.05,9.69,90.25,,,,100,,,7.32,92.68,,,,100,,,6.96,93.04,,,,0.04,99.96,,,0.91,2.84,96.25,,,,0.02,99.98,,,0.19,2.25,97.57,,,,,100,,,,2.24,97.76,,,,,100,,,0.17,4.96,94.86,,,,,100,,,0.19,3.57,96.24,,,,,100,,,0.23,3.15,96.62,,,,,100,,,,0.93,99.07,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100
E06000039,Slough,3255,57656,329,140,397,,,0.11,99.89,,0.01,9.8,90.18,,,0.8,99.2,,,8.82,91.18,,,22.1,77.9,,,14.11,85.89,,,,0.05,99.95,,,0.82,4.22,94.96,,,,1.12,98.88,,,1.23,3.35,95.42,,,,19.34,80.66,,,1.02,9.36,89.63,,,,0.05,99.95,,,0.34,8.59,91.07,,,,0.53,99.47,,,,7.31,92.69,,,0.72,16.47,82.81,,,0.25,10.87,88.88,,,,0,100,,,0.11,1.46,98.44,,,,0.06,99.94,,,,3.06,96.94,,,,8.61,91.39,,,,5.58,94.42,,,,,100,,,,0.05,99.95,,,,,100,,,,,100,,,,2.15,97.85,,,,0.76,99.24
E06000040,Windsor and Maidenhead,19829,67695,1793,288,1250,,0.09,1.49,98.42,0.56,1.93,19.69,77.82,0.05,0.65,11.78,87.52,0.83,4.28,30.08,64.81,,1.76,22.16,76.08,0.72,3.43,24.54,71.31,,,0.08,0.53,99.39,,0.06,1.94,4.17,93.83,,,0.39,5.63,93.97,,,5.18,14.92,79.9,,,2.07,9.66,88.26,,,5.46,12.86,81.69,,0,0.02,0.38,99.6,0.08,0.67,2.33,10.39,86.54,,0.04,0.18,6.03,93.75,,0.45,4.41,21.74,73.4,,,0.34,16.23,83.42,,0.32,3.13,15.79,80.76,,,,0.1,99.9,,0,0.74,2.08,97.18,,,,2.45,97.55,,,2.23,8.35,89.42,,,,7.58,92.42,,,2.33,7.83,89.83,,,,0.01,99.99,,,0,0.36,99.63,,,,0.34,99.66,,,,2.36,97.64,,,,2.74,97.26,,,,2.98,97.02
E06000041,Wokingham,17894,76811,1636,303,1239,0,0.02,2.42,97.56,0.68,2.23,23.78,73.32,0.04,0.17,9.82,89.97,1.71,1.89,25.76,70.64,,,20.51,79.49,0.72,0.49,21.2,77.59,,,0.06,1.2,98.74,0,0,6.75,10.17,83.07,,,0.6,4.76,94.63,,,9.67,14.43,75.9,,,4.66,10.25,85.09,,,4.46,10.83,84.71,,,,0.09,99.91,0.02,0.17,1.5,15.63,82.68,,,0.03,2.27,97.7,0.12,1.05,2.51,16.7,79.62,,,,12.54,87.46,,,0.81,14.64,84.55,,,,0.03,99.97,,0,0.44,5.55,94.01,,,,0.95,99.05,,,1.72,9.6,88.68,,,,4.61,95.39,,,0.16,6.55,93.29,,,,,100,,,,0.08,99.92,,,,,100,,,,0.92,99.08,,,,1.65,98.35,,,,1.37,98.63
E06000042,Milton Keynes,30850,122811,1487,230,1321,,0.09,5.93,93.98,0.72,4.66,34.15,60.47,0.04,0.64,9.48,89.83,0.87,7.48,34.8,56.85,,0.43,13.02,86.55,0.46,5.11,31.25,63.18,,,0.12,0.49,99.39,0,0.05,7.23,8.69,84.03,,,0.72,3.97,95.32,,0.67,9.41,17.23,72.69,,,2.6,9.96,87.44,,,7.59,15.1,77.31,,,0.03,0.5,99.47,0,0.6,4.44,17.48,77.49,,0.01,0.29,2.96,96.74,0.13,1.81,5.18,21.48,71.4,,,1.31,13.07,85.63,,0.53,3.95,20.42,75.1,,,0.01,0.16,99.83,0,0.04,0.75,5.89,93.32,,,0.09,1.13,98.78,,0.47,2.47,10.38,86.68,,,,2.17,97.83,,,0.38,8.9,90.72,,,,0,100,,,0.03,0.32,99.64,,,,0.01,99.99,,,0.53,2.22,97.25,,,,,100,,,,1.37,98.63
E06000043,Brighton and Hove,8273,142457,952,0,709,0,0.02,0.53,99.44,0.53,0.96,9.35,89.16,0.29,1.04,5.45,93.22,0.96,0.42,12.67,85.95,,,,,,0.28,12.33,87.39,,,0.01,0.08,99.92,,0,1.04,3.39,95.56,,,1.29,6.17,92.53,,,0.95,5.36,93.69,,,,,,,,1.27,6.63,92.1,,,0,0.29,99.71,0,0.25,0.57,4.95,94.24,,0.24,0.92,2.71,96.14,,0.1,1.47,10.45,87.98,,,,,,,0.14,1.55,10.76,87.55,,,0,0.01,99.99,,0,0.06,0.88,99.06,,,0.35,1.97,97.68,,,0.42,1.48,98.11,,,,,,,,0.56,1.55,97.88,,,,0,100,,,0,0.16,99.84,,,,0.08,99.92,,,,0.63,99.37,,,,,,,,,0.85,99.15
E06000044,Portsmouth,4045,95514,699,132,665,,,1.99,98.01,,0,21.1,78.9,,,1.4,98.6,,,14.31,85.69,,,31.04,68.96,,,19.69,80.31,,,,0.01,99.99,,,2.66,7.11,90.23,,,,0.12,99.88,,,,5.58,94.42,,,10.58,10.6,78.82,,,2.1,6.01,91.89,,,,,100,,,0,1.02,98.98,,,,,100,,,,1,99,,,,10.6,89.4,,,,3,97,,,,,100,,,,0.72,99.28,,,,,100,,,,0.14,99.86,,,,3.78,96.22,,,,0.9,99.1,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100
E06000045,Southampton,4987,113386,674,35,670,,,0.06,99.94,,0.09,11.59,88.32,,,2.06,97.94,,,7.57,92.43,,,51.4,48.6,,,10.15,89.85,,,,,100,,,0.5,1.65,97.85,,,,,100,,,0.74,2.82,96.45,,,11.36,28.66,59.98,,,1.19,4.33,94.48,,,,0.03,99.97,,,0.09,3.92,95.99,,,,0.42,99.58,,,0.15,3.99,95.86,,,,31.34,68.66,,,0.15,5.51,94.35,,,,,100,,,0,0.37,99.63,,,,,100,,,,2.96,97.04,,,,22.81,77.19,,,,4.02,95.98,,,,,100,,,,0.03,99.97,,,,,100,,,,0.15,99.85,,,,2.83,97.17,,,,0.3,99.7
E06000046,Isle of Wight,37981,78164,2536,0,1450,0.12,0.35,4.23,95.31,2.55,8.19,27.63,61.63,0.79,2.77,11.06,85.39,7.26,10.37,26.95,55.41,,,,,5.65,8.71,22.98,62.67,,,0.61,2.05,97.34,0.12,0.3,8.64,12.59,78.35,,0.01,2.94,8.08,88.97,0.74,1.95,12.89,17.33,67.08,,,,,,0.48,1.85,11.93,15,70.75,0,0.02,0.19,1.95,97.84,0.43,0.77,5.59,16.31,76.91,0.08,0.23,1.31,5.5,92.88,1.9,2.6,7.71,19.3,68.5,,,,,,1.55,2.11,5.99,17.13,73.21,,,0.02,0.47,99.5,0.07,0.11,1.34,5.01,93.47,,,0.12,3.14,96.74,0.35,0.97,3.65,10.43,84.6,,,,,,0.13,0.95,2.99,9.43,86.5,,,,0.02,99.98,0,0.01,0.12,1.61,98.25,,,,0.26,99.74,,,0.38,3.67,95.95,,,,,,,,0.4,3.16,96.44
E06000047,County Durham,223149,260418,9874,463,5477,0.26,0.31,7.05,92.38,2.31,6.46,36.6,54.63,10.95,7.23,12.73,69.09,9.66,8.92,30.17,51.26,,0.86,28.26,70.88,2.06,6.01,32.51,59.42,0.09,0.04,1.13,2.86,95.88,0.31,0.17,9.52,14.87,75.13,2.55,2.85,10.54,11.43,72.63,3.87,1.09,11.33,20.36,63.35,,,5.82,12.09,82.09,0.51,0.1,9.09,19.38,70.91,0.06,0.19,0.13,2.18,97.44,0.52,0.86,2.09,17.05,79.47,5.32,5.66,4.01,9.53,75.48,4.06,3.7,4.52,20.24,67.48,,,0.22,9.49,90.29,0.36,1.06,2.88,16.63,79.08,0.01,0.1,0.06,1.25,98.58,0.2,0.17,0.82,7.47,91.34,1.62,2.81,4.26,7.67,83.65,2.6,1.91,2.73,12.71,80.05,,,0.22,2.37,97.41,0.07,0.52,1.37,9.49,88.55,0.01,0.07,0.02,0.1,99.8,0.06,0.17,0.1,1.74,97.93,0.68,1.33,2.4,4.03,91.56,1.76,1.44,1.24,3.66,91.9,,,,,100,0.03,0.38,0.28,1.53,97.78
E06000049,Cheshire East,116632,191650,6919,632,5743,0.19,0.37,5.7,93.73,2.24,4.14,31.7,61.92,2.08,2.53,11.53,83.86,7.62,9.53,33.12,49.73,,0.47,16.02,83.51,5.78,8.63,32.21,53.37,0.01,0.01,0.17,1.4,98.41,0.17,0.18,5.61,9.91,84.13,0.2,0.35,1.3,4.56,93.59,0.83,0.76,10.83,19.73,67.85,,,1.28,7.29,91.43,0.49,0.55,8.98,18.88,71.09,0.1,0.1,0.1,0.94,98.76,0.55,0.93,4.27,10.83,83.42,1.04,0.81,1.21,3.95,92.99,2.33,2.69,7.69,19.24,68.05,,,2.06,11.05,86.89,1.31,2.15,6.95,18.83,70.76,0.01,0.01,0.05,0.17,99.75,0.17,0.11,1.05,4.5,94.16,0.17,0.31,0.52,1.42,97.57,0.8,0.5,2.86,9.24,86.59,,,0.32,3.02,96.66,0.49,0.33,1.88,8.26,89.03,0,0,0.02,0.03,99.94,0.08,0.09,0.11,0.49,99.24,0.03,0.1,0.19,0.42,99.27,0.44,0.41,0.37,1.36,97.42,,,,,100,0.26,0.31,0.23,0.65,98.55
E06000050,Cheshire West and Chester,91680,170430,5583,556,4399,0.14,0.48,5.1,94.28,2.84,5.9,29.6,61.66,0.96,2.09,9.76,87.19,6.64,9.83,30.48,53.05,,0.19,17.44,82.37,3,7.06,29,60.94,,0.01,0.17,1.14,98.68,0.08,0.16,5.44,12.11,82.21,,0.06,0.74,3.56,95.64,0.29,0.51,7.46,19.82,71.92,,,0.95,15.85,83.2,0.18,0.05,6.01,18.49,75.27,0.04,0.02,0.09,1.39,98.46,0.31,1.27,4.29,24.77,69.36,0.12,0.25,0.69,3.83,95.11,0.84,2.06,7.73,23.67,65.7,,,,15.48,84.52,0.34,0.86,4.73,21.65,72.43,,0.01,0.07,0.18,99.75,0.07,0.09,0.85,6.65,92.35,,0.03,0.17,1.3,98.5,0.18,0.3,1.88,8.62,89.01,,,,3.96,96.04,0.18,0.02,1.08,7.06,91.65,,,0,0.02,99.98,0.04,0.02,0.07,0.63,99.24,,,0.01,0.14,99.84,0.04,0.05,0.52,1.17,98.23,,,,,100,0.05,0.07,0.16,0.78,98.95
E06000051,Shropshire,319758,154069,13857,164,7126,1.21,2.22,11.22,85.36,10.68,10.07,29.83,49.42,5.2,7.55,17.24,70.02,20.02,19.22,27.7,33.05,,3.03,36.52,60.45,16.74,15.44,29.05,38.78,0.11,0.14,1.59,5.24,92.93,1.08,1.74,13.79,15.03,68.35,0.96,1.23,5.3,9.83,82.68,2.44,3.26,15.96,22.57,55.77,,,6.69,18.25,75.06,1.95,3.27,16.16,22.95,55.67,0.39,0.57,1.29,5.83,91.92,3.34,5.71,9.46,18.94,62.54,2.32,3.37,5.13,13.49,75.68,5.49,10.19,16.09,23.4,44.84,,0.6,9.68,40.05,49.67,2.79,9.19,14.4,23.84,49.78,0.07,0.09,0.39,1.26,98.18,0.7,1.18,4.3,11.13,82.7,0.62,0.94,2.07,4.5,91.86,1.42,2.18,7.01,16.71,72.68,,,1.22,15.17,83.61,0.49,2.05,7.14,17.08,73.23,0.02,0.05,0.09,0.36,99.47,0.31,0.42,0.85,3.63,94.8,0.21,0.53,0.83,1.92,96.52,0.91,0.71,2.3,5.5,90.58,,,,4.25,95.75,0.07,0.54,2.81,5.59,90.99
E06000052,Cornwall,354911,300257,15770,0,8676,1.28,2.45,11.7,84.57,9.05,9.32,31.47,50.17,6.4,7.63,16.73,69.24,12.58,13.26,27.36,46.8,,,,,5.8,8.72,28.94,56.55,0.04,0.26,2.75,5.53,91.42,1.05,1.51,12.54,15.2,69.7,0.19,0.99,7.66,10.67,80.49,1.45,1.91,13.33,19.8,63.52,,,,,,0.12,0.46,10.43,17.2,71.79,0.32,0.86,1.85,4.21,92.76,2.72,3.72,8.59,16.22,68.74,1.69,3.1,5.89,9.1,80.22,3.49,5.2,10.94,18.88,61.49,,,,,,1.23,2.27,6.81,16.42,73.27,0.02,0.14,0.77,1.96,97.1,0.76,1.09,4.72,7.38,86.05,0.1,0.52,2.4,5.29,91.69,1.01,1.36,4.75,9.87,83.01,,,,,,0.12,0.22,2.72,8.11,88.83,0,0.02,0.22,0.42,99.35,0.23,0.58,1.55,2.87,94.77,0.01,0.1,0.5,1.74,97.64,0.42,0.85,1.58,3.31,93.84,,,,,,0.01,0.07,0.38,2.05,97.49
E06000053,Isles of Scilly,1475,1629,88,0,88,0.8,3.25,12.15,83.79,15.1,10.68,56.17,18.05,7.71,6.34,13.67,72.28,24.03,21.66,37.3,17.01,,,,,24.03,21.66,37.3,17.01,,,3.19,6.75,90.06,0.37,2.27,24.92,24.62,47.82,,0.21,6.05,15.38,78.37,,,42.02,35.31,22.68,,,,,,,,42.02,35.31,22.68,,1.41,2.95,95.64,,3.87,7.12,11.66,77.35,,1.06,4.98,10.72,83.24,,,9.15,31.95,58.9,,,,,,,,9.15,31.95,58.9,,,,,9.94,90.06,0.37,2.27,3.44,45.55,48.37,,0.07,1.81,19.21,78.91,,,1.13,76.19,22.68,,,,,,,,1.13,76.19,22.68,,,,10.99,89.01,,0.37,1.6,49.42,48.62,,,0.07,21.02,78.91,,,,77.32,22.68,,,,,,,,,77.32,22.68
E06000054,Wiltshire,325536,235151,12223,460,8783,0.83,1,11.9,86.26,8.12,9.15,34.86,47.88,6.95,5.69,16.45,70.91,13.16,12.52,29.43,44.89,0.22,12.82,16.92,70.04,8.95,10.81,29.57,50.66,0.08,0.12,1.89,3.84,94.06,0.79,0.91,12.92,15.24,70.14,0.33,1.16,7.27,10.98,80.25,2.11,1.82,15.71,19.45,60.91,,,1.74,12.54,85.72,0.82,1.26,12.28,18.46,67.18,0.26,0.44,0.88,2.37,96.04,2.21,3.35,6.95,12.88,74.61,1.83,3.12,4.14,7.76,83.14,3.74,5.84,9.5,16.24,64.69,,,2.66,10.28,87.06,2.12,4.33,8.09,15.63,69.84,0.06,0.1,0.37,1.31,98.17,0.57,0.69,3.47,7.61,87.67,0.25,0.78,2.13,5.69,91.15,1.4,1.61,5.02,11.59,80.39,,,,1.26,98.74,0.58,0.84,3.51,9.72,85.35,0.01,0.05,0.07,0.31,99.56,0.24,0.29,0.8,1.63,97.05,0.07,0.18,0.45,1.42,97.88,0.28,1.07,1.46,3.34,93.85,,,,,100,0.09,0.51,1.05,2.54,95.8
E06000055,Bedford,47653,82143,1839,0,1381,0.02,0.56,4.46,94.96,2.87,5.78,22.28,69.07,0.45,3.2,13.2,83.15,7.16,7.1,27.2,58.54,,,,,0.5,4.94,29.09,65.47,,,0.27,1.52,98.21,0.03,0.19,5.67,10.92,83.19,,,1.48,7.49,91.03,0.05,0.82,12.2,19,67.92,,,,,,,,7.83,17.84,74.33,,0.12,0.15,1.2,98.53,0.22,2.06,7.94,17.78,72,,0.22,0.86,3.74,95.18,1.37,5.02,6.49,22.48,64.64,,,,,,,0.36,3.49,22.35,73.79,,,0.03,0.25,99.72,0,0.13,1.98,6.8,91.09,,,0.01,1.58,98.41,0.05,0.44,5.12,12.66,81.73,,,,,,,,1.01,8.94,90.05,,,,0.01,99.99,,0.08,0.11,1.08,98.73,,,,0.01,99.99,,0.11,0.44,2.67,96.79,,,,,,,,,1.52,98.48
E06000056,Central Bedfordshire,71581,135970,3379,378,2326,0,0.26,4.5,95.23,1.93,6.58,31.19,60.29,0.37,1.02,10.83,87.78,1,6.32,28.23,64.45,,,22.68,77.32,0.39,3.34,27.62,68.65,,,0.38,2.48,97.14,0,0.17,7.69,12.32,79.82,,0.03,1.56,6.15,92.26,,0.3,9.33,18.19,72.17,,,1.32,11.6,87.08,,,3.88,15.89,80.23,,0.01,0.12,3.22,96.65,0.24,1.37,6.32,25.04,67.04,0.02,0.15,0.59,4.7,94.53,,1.3,5.29,24.5,68.91,,0.79,11.61,23.65,63.95,,0.26,4.36,24.92,70.47,,,0.03,0.43,99.54,0,0.16,1.77,9.29,88.78,,0,0.14,2.26,97.6,,0.25,2.51,10.93,86.31,,,0.53,6.86,92.61,,,0.69,7.56,91.75,,,,0,100,,0.01,0.1,1.36,98.53,,,0.01,0.2,99.8,,0.03,0.18,2.06,97.73,,,,3.69,96.31,,,,1.89,98.11
E06000057,Northumberland,502535,159613,15223,0,7487,1.13,0.93,7.92,90.02,5.47,7.43,36.42,50.68,19.23,8.35,18.52,53.9,14.15,11.63,31.3,42.92,,,,,3.87,7.22,36.5,52.41,0.26,0.21,2.94,2.86,93.74,1.2,0.69,8.76,13.2,76.14,6.63,4.38,17.32,11.19,60.48,4.2,2.81,14.99,19.51,58.5,,,,,,0.23,0.46,9.89,19.16,70.26,0.46,0.41,0.84,2.85,95.44,1.74,2.28,5.55,14.43,76.01,12.14,5.65,8.01,10.9,63.3,5.37,5.42,9.68,18.56,60.97,,,,,,0.46,1.25,6.76,19.62,71.91,0.16,0.22,0.72,1.48,97.41,0.81,0.68,2.62,6.02,89.87,5.77,3.83,8.88,9.51,72.01,2.51,2.91,6.09,12.17,76.33,,,,,,0.18,0.26,2.52,10.2,86.84,0.1,0.11,0.34,1,98.45,0.45,0.36,0.76,1.99,96.44,3.43,2.77,4.31,6.25,83.23,1.18,1.66,2.44,5.09,89.64,,,,,,0.07,0.12,0.42,2.53,96.86
E06000058,"Bournemouth, Christchurch and Poole",16140,198275,1868,0,1198,0,0.01,4.39,95.6,0.1,1.15,25.24,73.51,0.01,0.24,9.03,90.73,0.79,1.83,24.4,72.98,,,,,1.15,1.51,26.73,70.61,,,0.26,0.71,99.03,0,0,4.97,5.98,89.04,,,0.43,3.28,96.3,,,5.72,10.27,84.02,,,,,,,,6.88,10.97,82.15,,,0.01,0.03,99.96,0.03,0.14,1.42,9.22,89.19,,0.02,0.24,2.23,97.52,0.53,0.43,1.73,12.89,84.42,,,,,,0.82,0.41,1.51,15.15,82.11,,,,0.01,99.99,,0,0.26,2.82,96.91,,,,1.39,98.61,,,1.13,5.94,92.94,,,,,,,,1.16,7.81,91.03,,,,0,100,,,0,0.03,99.97,,,,0.02,99.98,,,,0.59,99.41,,,,,,,,,0.92,99.08
E06000059,Dorset,249079,190332,10100,0,5475,0.72,1.51,13.69,84.08,7.25,9.28,37.32,46.16,3.22,5.53,20.76,70.49,11.48,14.91,32.64,40.98,,,,,6.75,12.09,32.44,48.73,0.21,0.13,2.28,4.62,92.76,0.98,1.05,14.49,15.23,68.25,0.21,0.61,6.65,12.39,80.14,2,2.17,14.87,20.16,60.79,,,,,,0.09,1.03,11.7,19.27,67.91,0.33,0.48,1.33,4.55,93.31,2.23,3.5,7.49,18.17,68.61,1,2.27,4.17,11.29,81.26,3.47,5.67,13.49,23.36,54,,,,,,0.85,2.86,12.48,25.63,58.18,0.15,0.14,0.54,1.92,97.25,0.66,0.74,4.21,9.39,85,0.12,0.34,1.94,6.46,91.14,1.26,1.72,5.89,15.37,75.75,,,,,,0.04,0.42,3.5,15.72,80.33,0,0.13,0.11,0.31,99.44,0.32,0.4,1,3.01,95.28,0.02,0.07,0.31,0.96,98.64,0.27,0.82,1.72,6.41,90.78,,,,,,,0.02,0.8,5.29,93.89
